제목,내용,게시자,게시날짜
"[혜화/대학로] 뮤지컬 <사칠> 김찬종, 이종석",닫아야함ㅋㅋㅋㅋㅋㅋㅋ스불재여 스불재 말년상방 진짜 개기대했는데 김찬종은 역시^^ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 찬종정원은 추위타나? 상방때 깔깔이까지 입음ㅋㅋㅋㅋㅋ 글구 신병 오니까 모포 덮고 누워버림ㅌㅋㅋㅋㅋ 이방업무 알려주는데 이종석 진짜...,네영이의 얼레벌레,2023.09.25.
넌내가제일좋아하는것중젤좋아하는거 (주간요약 9.18~9.24),미친년 #스불재 숙소 맨 처음 들어왔을 때 티비에 무도 틀어놨다가 원랜 좀 보다 넷플이나 유튜브 볼랬는데 그냥 끝까지 봄 개웃겨서 그럴려던게 아니었는데 그러고 채널 돌리다 또 덱스 유퀴즈 나오길래 그거 또 끝까지 봄 +롯데타워 창문 닦는 분들 편 까지 티비 왤케...,삶은계란,2023.09.25.
23-09-25 헬요일,사실 어제 12시 넘어서 잠 흐흐흐흐흫ㅎ 스불재임 내가 아무리 힘들고 피곤하고 아침에 6시에 일어나서 7시까지 PT를 가야 해도 꼭 잊지 않고 하는 있단 말이지! 남치니 아침으로 먹을 그릭요거트 베이글을 만들어 놓치 찐 사랑이지? 키킥 아무거나 잘 먹어줘서 고마움 밥투정...,소소하지만 소중한 경자르의 일상,2023.09.25.
가을이 왔습니다 고개를 들어 하늘을 보세요,커피에 좀 민감해서(미각이 아니라 몸이) 앞으로 커피는 안 사먹고 소금빵만 사먹을 듯 스불재 수업 듣고 퀴즈 풀고... 4시 30분에 이른 저녁을 먹습니다 (네... 저는 학식을 좋아해요 학교 밖으로 나가는 걸 귀찮아해서...^^) 요즘 유행하는 순두부+제육 추가인데 짱맛!! 그러나...,나의 계절에게,2023.09.25.
와룰렛돌리기빡세다,아근데이거 재밌다 투표 보는거 재밌음 근데이건 확실히 너무어려움거같아요 저는 .... 리퀘는 평생 손에 못놓을거 같음..... 이제 그려야할게 3개로 늘어났음 스불재~;;;;; 근데이럼거 진짜 재밋네요 다음에 이런거 비슷한거 또 해볼까...... 재밋다...,겜툰 출판사 공식 카페,2023.09.25.
[전화영어] 내돈내산 파워잉글리쉬 23회차,"→ If men and women are together, they get healthier. → If a male and female are together, they get healthier. * HOMEWORK What are some of the reasons of divorce in your country? 스불재 처리하는 즁...ㅎ....",qkatorxhrl님의블로그,2023.09.25.
스불재 끝,버추얼 만들기 드디어 끝났다… 스불재였다 버추얼에 필요한 일러스트나 리깅은 배워본 적도 없고 배울 생각도 없었는데 어떻게 해내긴 해냈다 책 한 권 사놓고 보면 괜찮겠지 하면서 서점에서 책을 산 게 시작이었다 책에는 오탈자나 빼먹은 부분이 너무 많았고 설명이...,일기장,2023.09.25.
"스불재라핌 in 독일 #4 이브, 프시케 그리고 베를린의 아내..",누가 나 대신 블로그 좀 써 줬으면 좋겠음 하지만 그럴 수 없겠죠 완성된 독일 일기는 가지고 싶으나 쓸 생각이 없는 여자.. 그러나 어째서인지 토익 공부하려고 앉으면 블로그가 쓰고 싶어지는 마법에 걸림 대충 공부하려고 앉았다가 딴짓하는 이야기입니다 바로 쓴다 독일...,내이름은 강핑구,2023.09.25.
겨울을 기약해,0918 스불재 10시반에 근로잡은 정융지... 12시 수업인데 10시반까지 학교 가는 사람 ㅜ 그치만 근로 개꿀이니까 잔말안하고 다닐게요 난 열심히 수업듣는 중인데 벌써 도착하신 강아현씨... 안타깝게도 강의실 문이 전부 앞문이라 도강 실패 1시반 수업 끝나구 나오니까...,(•̀ᴗ•́)و,2023.09.25.
AWAKE!,집가는길에 지용이형이랑 씨밤들림 하 진짜 집가는게 인생에서 제일 귀찮음 하지만 스불재라 할 말 없음 2일차 2일차부터는 날씨가 좋았다 비왔어서 시원하기도 하고 유림 선경이랑 부스 돌면서 받을 것도 받고 즐기..?기도 했다 도장 채워야하는데 곧 선경이 수업이라 준호...,궈니녁 일기장,2023.09.25.
얼마만의 일기인가,행복한..스불재 인거죠.. 진자 기다려주셔서 감사합니다..^.ㅜ(주륵) 조만간 작업한거 올려야겟어요 일기에 또 뭘쓸가 생각해봤는데 나두 얀상처럼 한주동안 먹는걸 기록해야하나(배달음식12312개) 멜론 먹은건 사진잇음(맛잇엇음) 글고보니 얀상과 블로그 임티 맞췃엇지!!(절대...,토어찌고저찌구노트,2023.09.25.
스불재 스불재 신나는 노래,나도 한번 굴러본다 쿵짝쿵짝쿵짜짝 쿵! 아무도 시키지 않은 치타 씨씨 링크 정리하는 중... 모든 씨씨를 다 정리할 수는 없고 치타님이 배포하신 심들이 쓴 씨씨+치타님이 추천영상 남겨주신 씨씨만 정리하고 있습니다^_^ 씨씨 중복으로 받는 거 방지용이라고나 할까 ㅎ...,한치타와 한봉지의 치토스들,2023.09.25.
으어아,어떻게든 하근데지금시발이럴때가아니고 그림그릴게많아요 이번달안에세개는그려야돼 응 스불재 수고 엄 글고 오늘 뭐해찌 영어학원갂다옴여 교과서에 나이팅게일이야기나와서 몰입하면서 오~했는데 쌤이 오ㅑㄹ케 과몰입하냐고 웃으심 ㅋㅋ 그게 오타쿠니까.. 수현 전...,soohyeonisyangki,2023.09.25.
무협물 약초꾼 컨셉 마우스커서 리텍 + 몇몇 소품들 어둡게(다크브라운) 리컬러 [+추가 수정],steam - steamapps - common - Stardew Valley - Content - Maps 병합용 png 첨부파일 springobjects.png 파일 다운로드 덮어쓰기 xnb 첨부파일 springobjects.xnb 파일 다운로드 이상하게 적용되는게 없길 바라며... 다음은 제 농장에 어울리는 집을 찍을 생각입니다.. 그 자체,스타듀밸리 한국 커뮤니티,2023.09.25.
그림 모음,이 상황에 친구들이랑 100일 챌린지 한다고 스불재를 시작해서 그날그날 생각나는거 미친듯이 그려가지고 좀 많습니다.. ㅎㅎ 전에 열었던 리퀘는 조금씩 그리고있는데요 ㅎㅎ.. 이게 고퀄로 그리려니까 속도가 안나는거 같아요.. 게다가 과제에다가 갑자기...,겜툰 출판사 공식 카페,2023.09.24.
230923낮 레베카 후기 (feat.치킨),하지만 이 모든 건 이히의 스불재라 커버쳐줄 수 없어...! 신이여 오케스트라가... 에... 음... 박자가 좀 밀렸어요. 진짜 태업... 그리고 어떤 악기인지 모르겠는데 튀는 음이 있었습니다. 저 원래 사람 목소리 날리는 건 잘 알아채도 오케스트라가 날리는 건 잘 못알아채는데......,에녹 공식 팬카페 [화기에에],2023.09.24.
올만이에요!!,그래서 학교 교내대회 나가면서 생기부 채우고 성적만 잘 받으면 짱이 될텐데.. 공부를 안해서요;;ㅜ 아무튼 10월 14일에 돌아올거구 그때 스불재 공약 등등 올릴 예정입니당 그림 자주 그릴테니 잊지말구 기다려주세요..!! 항상 감사합니당,신공앱 8/1 [신비아파트],2023.09.24.
리퀘스트 관련 공지?,그보다는 좀 더 많이 리퀘스트 글을 농부님들께 전달하고 싶어졌습니다 후후(스불재) 네.. 그러니 약간의 본론을 말하자면 아무래도 많은 농부님들께 리퀘글을 전달하고 싶은 저의 욕심과 그리고 제가 지금은 직장인이다 보니 리퀘스트 글이 좀 많이 늦게 도착할것 같아요...,스타듀밸리 한국 커뮤니티,2023.09.24.
스불재 마지막날입니다,https://m.cafe.naver.com/ca-fe/web/cafes/30760277/articles/9809?fromList=true&fromPopular=true&tc=cafe_home_popular_articles 기간 이번주까지입니다! 다들 화이팅!!,신공앱 8/1 [신비아파트],2023.09.24.
스불재 어디까지 가능하신가요?,★ ★★ 정성 댓글이 삭제되는 것이 속상한 분은 공지를 참고하여 꼭 답글(새글)로 답변하시기 바랍니다.★★ 아직까지도 투고 작품을 뭐 할지 고민하고 있던 와중 과연 작가님들은 스불재가 어디까지 가능하실지 궁금해졌습니다...,<글담> - 웹소설 작가들의 커뮤니티,2023.09.23.
진심 29일에 두개 한번에 공개할 생각인가,스불재~,프로젝트 세카이 컬러풀 스테이지! feat.하츠네 미쿠 공식카페,2023.09.23.
낙서맞리 하실분..,장르 ..심심해서 ...가볍게.. 예시작 남ㅁ겨주세료! 의향있어도 한꺼번에 하면 스불재일까봐 천천히 찾아가요! 댓삭하지말아주세용,네오아카데미,2023.09.23.
아 11월 22일까지 해서 그냥 합작 열까,스불재긴 한데 진짜 개하고 싶어,좀비 고등학교 모바일,2023.09.23.
별건아니구요,"미쳤어 미쳤어 (스불재? 우린 좋지만 ㅎㅎ) 사이즈는 XL ~ 2XL 이랍니다 10월 7일 토욜에 약속 없으시면 룰렛방송하신데요 룰렛에 애교, 공겜, ㅇㅇ체, 캠방, 프사 그려주기, 닉넴 + 사랑해 등 다양하게 있어요 (점프들의 브레이크가 사라졌기 때문이ㅈ...)",침대점령 BED TAKER 공식 팬카페,2023.09.23.
밀리의 덱쪽 상담소,- 몸무게 4.5kg 토실이 - 만지는 맛이 있는 복부 비만 - 스불재로 가족여행 참석 못한 쫄보 - 방광 수술한 엄살쟁이 - 둘째형아 배에 올라타기를 즐기는 버선발 1빠 마중러 네 덱스님 형님과 귀염둥이 막내 바비까지 참 단란하고 화목한 가정인게 느껴집니다. 덱스님의 고민은...,덱스와사람들,2023.09.23.
한시간동안 그림 26장 그리기 클리어,이게바로 스불재? 다시는 손가락을 함부로 놀리지 않겟습니다 중복인 캐릭터는 젤 먼저 댓 다신 분들께 그려드렷어 중복까지 다그렷다간 죽고말거야...,원신 공식카페,2023.09.23.
스불재 거울샷 공개!,단발이지용 크흠 부끄럽긴 하지만 하트가 10개 이상이니 올렸습니다! 사진에 가린거는 친구들 네임스티커가 붙여져있어서 가렸어용!![이름 스티커],신공앱 8/1 [신비아파트],2023.09.22.
스불재!(거울샷),스불재 저도 해보고 싶어서 해봐요! 하트 10개 넘으면 거울샷 공개해요!️ 하트 10개만 넘으면 거울샷 공개 ㄱㄱ~ +주최자 하트 수 포함!☑️,신공앱 8/1 [신비아파트],2023.09.22.
스불재의 삶을 살고 있습니다.,때는 장편이 될 걸 예상했지만 결국 투고도 컨택도 오지 않아 무연이 되면서 시작되었습니다. 결국 60화쯤 쌓였을 때 두번째 다른 작품을 시작하면서 여기까지는 괜찮다 생각했죠... 하지만!! 그건 나의 착각이었을 뿐.. 동시에 두개를 연재한다는 미친 생각을 누가했을까요?...,<글담> - 웹소설 작가들의 커뮤니티,2023.09.22.
[팀 지원 선호도_이서영_230921],그 외에 자유 어필 사항 저는 주어진 일에 항상 최선을 다하고자 하며 친구들이 저를 보고 스불재(스스로 불러온 재앙)이라고 부를 정도로 잘해내고자 하는 욕심이 많아 적당히 하라고 할 정도로 한번 꽂힌 일에 열정을 쏟아 붓는 성격을 가지고 있습니다. 벌려 놓은 일들을...,[엔터테인먼트 클럽] 엥크레,2023.09.21.
스불재,기간 : 이번주 댓글 100 하트 4 : 추첨 1분 낙낙낙퀄 리퀘 댓글 200 하트 5 : 추첨 2분 낙낙낙퀄 리퀘 댓글 300 하트 6 : 추첨 2분 낙낙퀄 리퀘 댓글 400 하트 7 : 추첨 2분 낙퀄 리퀘 댓글 500 하트 8 : 추첨 1분 원하는 연성 댓글 600 하트 9 : 추첨 2분 리퀘 / 캐디...,신공앱 8/1 [신비아파트],2023.09.21.
노래 추천,부르기 쉬운 노래 추천받아요!! 스불재 공약 그거 해야하는데 아는 노래가 없어요 한국어면 좋고… 일본어랑 영어까진 어찌저찌 가능할수도..?있음 음 너무 높으면 못불러요!!ㅜㅠㅠ,신공앱 8/1 [신비아파트],2023.09.21.
스불재 그것들을 시작했다,오늘 학교에서 하루종일 이것만 쓰게 생겼네 ㅋㅋㅋㅋ 사이클도 찍어야하는데 언제 다 하냐,붕괴3rd 공식 카페,2023.09.21.
랜덤 옷 합작 모오집...,소라고동/잠뜰님/5번/리퀘 1/스불재...러프로 들어갈 것 같긴 하다만 최선을 다해보겟슴다 제출 완 춘행 / 수현님 / 1번 / 주최자님 리퀘 / 기말 1일전 영광스런 1번을 차지하다... 힘내보겠습니다 제출 왼 후와 / 룡님 / 15번 / 주최자님 리퀘 1개 / 무슨 옷일지 궁금하네요...,픽셀리(Pixely) 비공식 팬카페,2023.09.21.
스불재 노래 [잔소리],https://cafe.naver.com/0801ofshinbi/9791?tc=shared_link 어제 노래방에서 1시간 동안 노래 불러서 오늘 목상태가 좋진 않아여 그래서 올라가는 거 쫌 힘들게 올라가씀 (원래도 잘 올라가진 않지만 ㅋㅋ) 뭐 하나 알려드릴까여? 저거 노래 투표 동점 나오면 2개...,신공앱 8/1 [신비아파트],2023.09.20.
9/20(수) 스스로 쓰는 저널_곰곰,스불재(스스로 불러온 재앙)이니 어쩔꼬. 오늘 클링조어의 마지막 여름 토론을 하면서 ‘왜 사는가’에 대한 이야기를 나눴다. 생각학교 토론에서는 솔직해지는게 내 이야기를 솔직하게 꺼내놓는다고 해서 색안경을 끼고 보거나 이상하게 보지 않으시는걸 잘 알기에 편안한...,폴라리스전용,2023.09.20.
[윤노아] 달(月) -上,*이삼일 내로 완결 짓는 게 목표입니다...스불재 질질 끌기는 정신 건강에 해로워요...o<-< *외면 묘사는 참 어렵습니다 아니 겁나 어렵습니다 빨리 독백 쓰고 싶어요...(사실 그것도 망 *감사합니다 ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ 어김없이 밤이...,미해결사건부 공식 카페,2023.09.20.
자캐주의) 프리퀼로 그림그려드림,미방 5인격만ㅇㅇ 클튜 첨 써봐서 좀 적응겸스킨이나 그릴 캐릭 말해줘 sd로 그릴거라 복장한 스킨은 극한의 단순화 들어감 퀼은 이정도.,제5인격 공식 카페,2023.09.20.
[책읽는언니] 비굴 레시피,"글쓰기 하시는 분들 '스불재(스스로 불러온 재앙)'라고 하시면서도 글 쓰시는 이유가 있군요. ^.^o 저는 요즘 저의 사회적 가면을 제대로 느끼고 삽니다. 사회적 가면을 쓰는 것이 나쁘다고 생각하지는 않고, 사회 생활에 필요하다고 생각은 하는데, 요즘처럼 가면을 쓰고 있는...",언니공동체,2023.09.20.
스불재 선일맄,화려여캐만 진짜 물론 마감이 진짜 오지게 많지만 네.. 한달이 걸릴수도 있어요 상황에따라 퀄 달라집니다 네.. 그래도 부탁드립니다..,좀비 고등학교 모바일,2023.09.20.
지각곡 개사( 아직 좀 어색한것 같은데 나중에 탈주곡 가사가 카페에 올라온다면 좀 더 수정해보겠습니다),(아) 많지만 스불재니깐 해야죠 암요 (암요) 어 할말은 없지만 변명은 없냐시기에 말해보자면 요즘들어서 또 잠을 제대로 못잤기에 이 노래는 테러단이 쓰라 해서 쓰는 노래 솔직히 대충 만들었네 다음 번엔 인간적인 양의 대사를 받았음 해 그랬음 해 어 테러단 죄송합니다...,뮤릉도원 :: 노래하는 뮬 팬카페,2023.09.19.
스불재 공약... 추천받습니다,추천받는거 다 넣을 예정이에요 완전 다 넣어버릴....ㅋㅋㅋㅋㅋ 이번주에 올라갑니다,신공앱 8/1 [신비아파트],2023.09.19.
금일 싸이코드 스케줄 알림,금일 방송 스케줄 제이님 - ??시 - 팬션 게릴라 루이쨘님 - 10시 - 스불재 연님 - 11시 59분 - 공포게임 ✔ 금일 하루토님 늦잠님 방송은 휴방입니다!!,싸이코드 팬카페,2023.09.19.
호야에 빠지면.. 행복하죠♡,호야에 빠져서 계속 몸담구고 있어요. 사실. 식초보고. 여름에 여럿 보냈고. 종류도 너무 많아서. 다 가질 순 없다. 있는 아이로 만족하자. 그러고있거든요 (그런거치곤 지난달에도 호야를 10개넘게 들였군요) 어제 호야 12개가 새로 왔어요 보시죠. 위시 중 하나였던 마틸드...,모두가 초록에 진심,2023.09.19.
